
Ecm Reference,Branch Name,Case Creation Date,Customer Name,Amount,Currency,Primary Owner,Case Status,Last Action Taken By,Product,Product Type,Event Name,Applicant Id,Expiry Date,Beneficiary Name
ParallelTest-2023-502812,001,17/07/2023 14:44:59,,,,fti_maker1,APPROVE,fti_checker1,,,,,,
ParallelTest-2023-502816,001,18/07/2023 10:38:38,,,,hana,Rejected,hana,,,,,,
ParallelTest-2023-502820,001,19/07/2023 16:22:21,,,,,New,hana,,,,,,
ParallelTest-2023-502821,001,19/07/2023 16:36:44,,,,,New,hana,,,,,,
ParallelTest-2023-502822,001,19/07/2023 17:09:44,,,,,New,,,,,,,
ParallelTest-2023-502823,001,24/07/2023 10:34:26,,,,hana,APPROVE,hana,,,,,,
ParallelTest-2023-512802,001,26/07/2023 09:31:19,,,,,,,,,,,,
ParallelTest-2023-512803,001,26/07/2023 10:28:10,,,,,,,,,,,,
ParallelTest-2023-512806,,29/07/2023 00:41:25,,,,mali,Rejected,mali,,,,,,
ParallelTest-2023-512812,,30/07/2023 12:00:50,,,,,New,hana,,,,,,
ParallelTest-2023-512825,,16/08/2023 13:18:35,,,,,New,menna,,,,,,
PSC-10157,,09/02/2022 14:52:51,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-14411,,16/06/2021 11:30:39,,0,,,Sanction New,customersadmin,,,,,,
PSC-14412,,16/06/2021 13:12:41,,0,,,Sanction New,customersadmin,,,,,,
PSC-14413,,16/06/2021 13:14:23,,0,,,Sanction New,customersadmin,,,,,,
PSC-14414,,16/06/2021 13:17:22,,0,,,Sanction New,customersadmin,,,,,,
PSC-14422,,16/06/2021 15:18:37,,0,,,Sanction New,customersadmin,,,,,,
PSC-14423,,16/06/2021 16:33:45,,0,,,Sanction New,customersadmin,,,,,,
PSC-14424,,16/06/2021 16:33:45,,0,,,Sanction New,customersadmin,,,,,,
PSC-14425,,17/06/2021 16:13:31,,0,,,Sanction New,customersadmin,,,,,,
PSC-14426,,17/06/2021 16:15:09,,0,,,Sanction New,customersadmin,,,,,,
PSC-14473,,24/06/2021 20:04:30,,0,,admin,Sanction Closed,admin,,,,,,
PSC-153,,04/02/2022 11:02:35,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-154,,04/02/2022 11:22:50,,0,null,admin,Sanction Terminated,admin,,,,,,
PSC-155,,04/02/2022 11:24:24,,0,null,admin,Sanction Terminated,admin,,,,,,
PSC-17564,,21/07/2021 16:55:32,,0,,,Sanction New,customersadmin,,,,,,
PSC-17576,,01/08/2021 21:08:26,,0,,,Sanction New,customersadmin,,,,,,
PSC-17579,,01/08/2021 21:09:32,,0,,,Sanction New,customersadmin,,,,,,
PSC-17610,,06/10/2021 13:34:43,,0,,,Sanction New,customersadmin,,,,,,
PSC-17611,,06/10/2021 13:34:54,,0,,,Sanction New,customersadmin,,,,,,
PSC-17612,,06/10/2021 13:35:06,,0,,,Sanction New,customersadmin,,,,,,
PSC-17614,,06/10/2021 13:35:59,,0,,,Sanction New,customersadmin,,,,,,
PSC-17670,,06/10/2021 19:35:48,,0,,admin,Sanction Terminated,admin,,,,,,
PSC-17674,,06/10/2021 19:52:48,,0,,,Sanction New,customersadmin,,,,,,
PSC-17680,,06/10/2021 19:59:04,,0,,admin,Sanction Terminated,admin,,,,,,
PSC-17684,,06/10/2021 20:01:02,,0,,,Sanction New,customersadmin,,,,,,
PSC-17685,,06/10/2021 20:01:35,,0,,,Sanction New,customersadmin,,,,,,
PSC-17687,,06/10/2021 20:09:36,,0,,,Sanction New,customersadmin,,,,,,
PSC-17689,,06/10/2021 20:18:00,,0,,,Sanction New,customersadmin,,,,,,
PSC-17690,,06/10/2021 20:18:26,,0,,admin,Sanction Closed,admin,,,,,,
PSC-17691,,06/10/2021 20:26:07,,0,,admin,Sanction Closed,admin,,,,,,
PSC-17711,,06/10/2021 23:00:29,,0,,,Sanction New,customersadmin,,,,,,
PSC-17712,,06/10/2021 23:04:56,,0,,admin,Sanction Closed,admin,,,,,,
PSC-17724,,06/10/2021 23:17:01,,0,,,Sanction New,customersadmin,,,,,,
PSC-17725,,06/10/2021 23:20:02,,0,,,Sanction New,customersadmin,,,,,,
PSC-17745,,07/10/2021 14:47:39,,0,,admin,Checker Return,admin,,,,,,
PSC-17746,,07/10/2021 14:48:48,,0,,admin,Checker Return,admin,,,,,,
PSC-17747,,07/10/2021 14:48:49,,0,,admin,,admin,,,,,,
PSC-17748,,07/10/2021 14:48:50,,0,,,Sanction New,customersadmin,,,,,,
PSC-18735,,07/02/2022 19:43:58,,0,null,admin,,admin,,,,,,
PSC-18742,,07/02/2022 19:56:31,,0,null,admin,Sanction Terminated,admin,,,,,,
PSC-18743,,07/02/2022 20:01:49,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-18771,,08/02/2022 09:18:34,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-18772,,08/02/2022 09:21:56,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-22135,,05/04/2022 15:36:46,,0,null,,Sanction New,admin,,,,,,
PSC-22209,,13/04/2022 08:50:09,,0,null,,Sanction New,admin,,,,,,
PSC-22210,,13/04/2022 08:50:19,,0,null,,Sanction New,admin,,,,,,
PSC-22213,,13/04/2022 09:00:57,,0,null,,Sanction New,admin,,,,,,
PSC-22214,,13/04/2022 09:01:11,,0,null,,Sanction New,admin,,,,,,
PSC-22215,,13/04/2022 09:02:08,,0,null,,Sanction New,admin,,,,,,
PSC-22216,,13/04/2022 09:02:28,,0,null,,Sanction New,admin,,,,,,
PSC-22217,,13/04/2022 09:10:13,,0,null,,Sanction New,admin,,,,,,
PSC-22218,,13/04/2022 09:10:21,,0,null,,Sanction New,admin,,,,,,
PSC-22246,,20/04/2022 10:54:42,,0,null,,Sanction New,admin,,,,,,
PSC-23,,02/02/2022 14:41:13,,0,null,,Sanction New,admin,,,,,,
PSC-23229,,12/06/2022 10:34:12,,0,null,,Sanction New,admin,,,,,,
PSC-23399,,26/09/2022 20:11:49,,0,null,,Sanction New,admin,,,,,,
PSC-23400,,26/09/2022 20:13:10,,0,null,,Sanction New,admin,,,,,,
PSC-23401,,26/09/2022 20:19:55,,0,null,,Sanction New,admin,,,,,,
PSC-23402,,26/09/2022 20:21:10,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-23530,,02/10/2022 15:54:40,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-23538,,02/10/2022 16:11:07,,0,null,,Sanction New,admin,,,,,,
PSC-23559,,03/10/2022 12:37:05,,0,null,,Sanction New,admin,,,,,,
PSC-44845,,15/08/2022 10:46:24,,0,null,admin,Maker Accept,admin,,,,,,
PSC-44846,,15/08/2022 12:41:02,,0,null,admin,Sanction Closed,admin,,,,,,
PSC-44866,,15/08/2022 16:17:13,,0,null,,Sanction New,admin,,,,,,
PSC-45893,,04/09/2022 15:17:26,,0,null,,Sanction New,admin,,,,,,
PSC-45922,,07/10/2022 17:23:54,,0,null,,Sanction New,admin,,,,,,
PSC-45924,,07/10/2022 17:24:13,,0,null,,Sanction New,admin,,,,,,
PSC-45926,,07/10/2022 17:25:00,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45927,,07/10/2022 17:26:26,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45929,,07/10/2022 17:28:26,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45930,,07/10/2022 17:31:05,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45931,,07/10/2022 17:48:38,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45932,,07/10/2022 17:51:32,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45933,,07/10/2022 17:57:22,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45935,,07/10/2022 18:03:59,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45936,,07/10/2022 18:07:55,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45937,,07/10/2022 18:08:08,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45941,,07/10/2022 18:08:48,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-45942,,07/10/2022 18:10:02,,0,null,sanction_admin,Sanction Closed,sanction_admin,,,,,,
PSC-45975,,07/10/2022 20:44:22,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-46054,,11/10/2022 10:44:03,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-46074,,11/10/2022 17:40:37,,0,null,sanction_admin,Sanction Closed,sanction_admin,,,,,,
PSC-49154,,25/01/2023 13:26:49,,0,null,sanction_admin,Sanction Closed,,,,,,,
PSC-49165,,25/01/2023 14:30:48,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-49167,,25/01/2023 14:33:44,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-50340,,23/08/2023 15:21:14,,0,null,,Sanction New,dg_ecm_admin,,,,,,
PSC-50352,,28/08/2023 19:46:39,,0,null,sanction_admin,Sanction Terminated,sanction_admin,,,,,,
PSC-50353,,28/08/2023 20:23:12,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-50384,,10/09/2023 15:27:52,,0,null,sanction_admin,Sanction Closed,sanction_admin,,,,,,
PSC-50397,,19/09/2023 11:03:24,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-50398,,19/09/2023 11:05:29,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-50409,,24/09/2023 19:31:48,,0,null,,Sanction New,sanction_admin,,,,,,
PSC-50437,,26/09/2023 14:37:18,,0,null,,Sanction New,sanction_admin,,,,,,
Rel-Item-2023-502719,001,05/06/2023 09:44:49,,,,,New,hana,,,,,,
Rel-Item-2023-502725,001,06/06/2023 13:17:10,,,,,New,,,,,,,
REMIT-18617,,14/12/2021 17:29:11,,0,null,,Sanction New,null,,,,,,
REMIT-18618,,14/12/2021 17:29:10,,0,null,,Sanction New,null,,,,,,
REMIT-18619,,14/12/2021 17:30:26,,0,null,admin,Sanction Closed,admin,,,,,,
REMIT-18621,,14/12/2021 17:45:27,,0,null,,Sanction New,null,,,,,,
REMIT-18622,,14/12/2021 17:47:08,,0,null,,Sanction New,null,,,,,,
REMIT-18623,,14/12/2021 17:49:02,,0,null,,Sanction New,null,,,,,,
REMIT-18624,,14/12/2021 17:49:57,,0,null,,Sanction New,null,,,,,,
REMIT-18625,,14/12/2021 17:52:25,,0,null,,Sanction New,null,,,,,,
REMIT-18626,,14/12/2021 17:55:31,,0,null,,Sanction New,null,,,,,,
REMIT-18627,,14/12/2021 17:57:51,,0,null,,Sanction New,null,,,,,,
REMIT-18628,,14/12/2021 17:59:48,,0,null,,Sanction New,null,,,,,,
REMIT-18629,,14/12/2021 18:04:33,,0,null,,Sanction New,null,,,,,,
REMIT-18630,,14/12/2021 18:06:49,,0,null,,Sanction New,null,,,,,,
REMIT-18631,,14/12/2021 18:08:47,,0,null,,Sanction New,null,,,,,,
REMIT-18632,,14/12/2021 18:09:50,,0,null,,Sanction New,null,,,,,,
REMIT-18633,,14/12/2021 18:26:51,,0,null,,Sanction New,null,,,,,,
REMIT-18634,,14/12/2021 18:28:56,,0,null,,Sanction New,null,,,,,,
REMIT-18635,,14/12/2021 18:32:11,,0,null,admin,Maker Accept,admin,,,,,,
REMIT-18787,,08/02/2022 11:58:46,,0,null,admin,Sanction Closed,admin,,,,,,
REMIT-18801,,09/02/2022 13:48:05,,0,null,admin,Sanction Closed,admin,,,,,,
RR-171143,,02/08/2021 17:49:45,,,,,Sanction New,admin,,,,,,
RR-171144,,02/08/2021 17:49:45,,,,,Sanction New,ECM,,,,,,
RR-171145,,02/08/2021 17:49:45,,,,,Sanction New,ECM,,,,,,
RR-171146,,02/08/2021 17:49:45,,,,,Sanction New,ECM,,,,,,
RR-171147,,02/08/2021 17:52:18,,,,,Sanction New,highriskadmin,,,,,,
RR-171148,,02/08/2021 17:56:28,,,,,Sanction New,highriskadmin,,,,,,
RR-171149,,02/08/2021 18:41:40,,,,,Sanction New,highriskadmin,,,,,,
RR-171150,,02/08/2021 19:10:47,,,,,Sanction New,ECM,,,,,,
RR-171151,,02/08/2021 19:10:47,,,,,Sanction New,ECM,,,,,,
RR-171152,,02/08/2021 19:10:47,,,,,Sanction New,ECM,,,,,,
RR-171153,,02/08/2021 19:10:47,,,,,Sanction New,ECM,,,,,,
RR-171154,,02/08/2021 19:41:07,,,,,Sanction New,ECM,,,,,,
RR-171155,,02/08/2021 19:41:07,,,,,Sanction New,ECM,,,,,,
RR-171156,,02/08/2021 19:41:07,,,,,Sanction New,ECM,,,,,,
RR-171157,,02/08/2021 19:41:07,,,,,Sanction New,ECM,,,,,,
RR-171158,,02/08/2021 20:04:45,,,,,Sanction New,ECM,,,,,,
RR-171159,,02/08/2021 20:04:45,,,,,Sanction New,ECM,,,,,,
RR-171160,,02/08/2021 20:04:45,,,,,Sanction New,ECM,,,,,,
RR-171161,,02/08/2021 20:04:45,,,,,Sanction New,ECM,,,,,,
RR-171162,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171163,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171164,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171165,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171166,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171167,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171168,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171169,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171170,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171171,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171172,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171173,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171174,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171175,,02/08/2021 20:23:50,,,,admin,,admin,,,,,,
RR-171176,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171177,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171178,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171179,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171180,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171181,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171182,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171183,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171184,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171185,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171186,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171187,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171188,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171189,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171190,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171191,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171192,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171193,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171194,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171195,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171196,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171197,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171198,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171199,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171200,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171201,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171202,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171203,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171204,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171205,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171206,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171207,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171208,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171209,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171210,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171211,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171212,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171213,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171214,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171215,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171216,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171217,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171218,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171219,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171220,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171221,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171222,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171223,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171224,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171225,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171226,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171227,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171228,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171229,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171230,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171231,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171232,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171233,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171234,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171235,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171236,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171237,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171238,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171239,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171240,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171241,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171242,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171243,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171244,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171245,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171246,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171247,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171248,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171249,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171250,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171251,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171252,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171253,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171254,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171255,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171256,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171257,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171258,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171259,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171260,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171261,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171262,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171263,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171264,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171265,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171266,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171267,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171268,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171269,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171270,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171271,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171272,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171273,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171274,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171275,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171276,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171277,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171278,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171279,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171280,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171281,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171282,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171283,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171284,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171285,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171286,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171287,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171288,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171289,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171290,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171291,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171292,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171293,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171294,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171295,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171296,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171297,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171298,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171299,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171300,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171301,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171302,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171303,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171304,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171305,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171306,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171307,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171308,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171309,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171310,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171311,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171312,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171313,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171314,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171315,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171316,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171317,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171318,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171319,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171320,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171321,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171322,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171323,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171324,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171325,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171326,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171327,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171328,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171329,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171330,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171331,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171332,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171333,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171334,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171335,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171336,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171337,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171338,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171339,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171340,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171341,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171342,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171343,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171344,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171345,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171346,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171347,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171348,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
RR-171349,,02/08/2021 20:23:50,,,,,Sanction New,ECM,,,,,,
